"Longitude","Latitude","GridID","TileID"
112.003,39.9958,4084021,161
112.013,39.9958,4084022,161
112.024,39.9958,4084023,161
112.035,39.9958,4084024,161
112.046,39.9958,4084025,161
112.057,39.9958,4084026,161
112.068,39.9958,4084027,161
112.079,39.9958,4084028,161
112.09,39.9958,4084029,161
112.1,39.9958,4084030,161
112.111,39.9958,4084031,161
112.122,39.9958,4084032,161
112.133,39.9958,4084033,161
112.144,39.9958,4084034,161
112.155,39.9958,4084035,161
112.166,39.9958,4084036,161
112.177,39.9958,4084037,161
112.187,39.9958,4084038,161
112.198,39.9958,4084039,161
112.209,39.9958,4084040,161
112.22,39.9958,4084041,161
112.231,39.9958,4084042,161
112.242,39.9958,4084043,161
112.253,39.9958,4084044,161
112.264,39.9958,4084045,161
112.274,39.9958,4084046,161
112.285,39.9958,4084047,161
112.296,39.9958,4084048,161
112.307,39.9958,4084049,161
112.318,39.9958,4084050,161
112.329,39.9958,4084051,161
112.34,39.9958,4084052,161
112.351,39.9958,4084053,161
112.362,39.9958,4084054,161
112.372,39.9958,4084055,161
112.383,39.9958,4084056,161
112.394,39.9958,4084057,161
112.405,39.9958,4084058,161
112.416,39.9958,4084059,161
112.427,39.9958,4084060,161
112.438,39.9958,4084061,161
112.449,39.9958,4084062,161
112.459,39.9958,4084063,161
112.47,39.9958,4084064,161
112.481,39.9958,4084065,161
112.492,39.9958,4084066,161
112.503,39.9958,4084067,161
112.514,39.9958,4084068,161
112.525,39.9958,4084069,161
112.536,39.9958,4084070,161
112.546,39.9958,4084071,161
112.557,39.9958,4084072,161
112.568,39.9958,4084073,161
112.579,39.9958,4084074,161
112.59,39.9958,4084075,161
112.601,39.9958,4084076,161
112.612,39.9958,4084077,161
112.623,39.9958,4084078,161
112.633,39.9958,4084079,161
112.644,39.9958,4084080,161
112.655,39.9958,4084081,161
112.666,39.9958,4084082,161
112.677,39.9958,4084083,161
112.688,39.9958,4084084,161
112.699,39.9958,4084085,161
112.71,39.9958,4084086,161
112.72,39.9958,4084087,161
112.731,39.9958,4084088,161
112.742,39.9958,4084089,161
112.753,39.9958,4084090,161
112.764,39.9958,4084091,161
112.775,39.9958,4084092,161
112.786,39.9958,4084093,161
112.797,39.9958,4084094,161
112.808,39.9958,4084095,161
112.818,39.9958,4084096,161
112.829,39.9958,4084097,161
112.84,39.9958,4084098,161
112.851,39.9958,4084099,161
112.862,39.9958,4084100,161
112.873,39.9958,4084101,161
112.884,39.9958,4084102,161
112.895,39.9958,4084103,161
112.905,39.9958,4084104,161
112.916,39.9958,4084105,161
112.927,39.9958,4084106,161
112.938,39.9958,4084107,161
112.949,39.9958,4084108,161
112.96,39.9958,4084109,161
112.971,39.9958,4084110,161
112.982,39.9958,4084111,161
112.992,39.9958,4084112,161
113.003,39.9958,4084113,161
113.014,39.9958,4084114,161
113.025,39.9958,4084115,161
113.036,39.9958,4084116,161
113.047,39.9958,4084117,161
113.058,39.9958,4084118,161
113.069,39.9958,4084119,161
113.079,39.9958,4084120,161
113.09,39.9958,4084121,161
113.101,39.9958,4084122,161
113.112,39.9958,4084123,161
113.123,39.9958,4084124,161
113.134,39.9958,4084125,161
113.145,39.9958,4084126,161
113.156,39.9958,4084127,161
113.166,39.9958,4084128,161
113.177,39.9958,4084129,161
113.188,39.9958,4084130,161
113.199,39.9958,4084131,161
113.21,39.9958,4084132,161
113.221,39.9958,4084133,161
113.232,39.9958,4084134,161
113.243,39.9958,4084135,161
113.253,39.9958,4084136,161
113.264,39.9958,4084137,161
113.275,39.9958,4084138,161
113.286,39.9958,4084139,161
113.297,39.9958,4084140,161
113.308,39.9958,4084141,161
113.319,39.9958,4084142,161
113.33,39.9958,4084143,161
113.341,39.9958,4084144,161
113.351,39.9958,4084145,161
113.362,39.9958,4084146,161
113.373,39.9958,4084147,161
113.384,39.9958,4084148,161
113.395,39.9958,4084149,161
113.406,39.9958,4084150,161
113.417,39.9958,4084151,161
113.428,39.9958,4084152,161
113.438,39.9958,4084153,161
113.449,39.9958,4084154,161
113.46,39.9958,4084155,161
113.471,39.9958,4084156,161
113.482,39.9958,4084157,161
113.493,39.9958,4084158,161
113.504,39.9958,4084159,161
113.515,39.9958,4084160,161
113.525,39.9958,4084161,161
113.536,39.9958,4084162,161
113.547,39.9958,4084163,161
113.558,39.9958,4084164,161
113.569,39.9958,4084165,161
113.58,39.9958,4084166,161
113.591,39.9958,4084167,161
113.602,39.9958,4084168,161
113.612,39.9958,4084169,161
113.623,39.9958,4084170,161
113.634,39.9958,4084171,161
113.645,39.9958,4084172,161
113.656,39.9958,4084173,161
113.667,39.9958,4084174,161
113.678,39.9958,4084175,161
113.689,39.9958,4084176,161
113.699,39.9958,4084177,161
113.71,39.9958,4084178,161
113.721,39.9958,4084179,161
113.732,39.9958,4084180,161
113.743,39.9958,4084181,161
113.754,39.9958,4084182,161
113.765,39.9958,4084183,161
113.776,39.9958,4084184,161
113.786,39.9958,4084185,161
113.797,39.9958,4084186,161
113.808,39.9958,4084187,161
113.819,39.9958,4084188,161
113.83,39.9958,4084189,161
113.841,39.9958,4084190,161
113.852,39.9958,4084191,161
113.863,39.9958,4084192,161
113.874,39.9958,4084193,161
